# q I sigma_shared_baseline
2.440000000000001279e+00 -2.819540145675457094e-03 2.038377956101132191e-02
2.470000000000001528e+00 5.711257377224406625e-04 2.008025375129254136e-02
2.500000000000001332e+00 1.647886097099023799e-03 1.957180231495011732e-02
2.530000000000001137e+00 -1.363957938925042159e-03 1.942669297410395957e-02
2.560000000000001386e+00 -4.705568328607594294e-04 1.945418016740399839e-02
2.590000000000001634e+00 -9.362845400079328022e-04 1.954715186110710101e-02
2.620000000000001439e+00 8.260364192231141670e-04 1.965076542614744778e-02
2.650000000000001243e+00 -8.134283140759584292e-04 1.990957216461279947e-02
2.680000000000001492e+00 -1.412719580527970527e-03 2.065310962650210302e-02
2.710000000000001741e+00 1.149037506688797795e-03 2.121187143674395370e-02
2.740000000000001545e+00 -4.108119597712797146e-03 2.155535198394067931e-02
2.770000000000001350e+00 -9.612321202841654557e-04 2.174719812405594144e-02
2.800000000000001599e+00 1.264808923883064206e-04 2.179894794759051208e-02
2.830000000000001847e+00 1.198732389252089641e-03 2.174162715864577655e-02
2.860000000000001652e+00 2.229602556236686718e-03 2.158894981426327450e-02
2.890000000000001457e+00 7.548997978935294154e-04 2.135354997884464714e-02
2.920000000000001705e+00 3.351278982125893810e-04 2.101157745930362641e-02
2.950000000000001954e+00 3.639508824688462985e-04 2.066701798399506185e-02
2.980000000000001759e+00 -2.031654568675304688e-03 2.046630869673958866e-02
3.010000000000001563e+00 1.194381666856331875e-03 1.983413909046219045e-02
3.040000000000001812e+00 4.278677834660292098e-04 1.947012886869099041e-02
3.070000000000002061e+00 1.116377780566468877e-03 1.856182568918364473e-02
3.100000000000001865e+00 3.814235839345127060e-04 1.846306817489012583e-02
3.130000000000001670e+00 1.075851031169388749e-03 1.958259621011886401e-02
3.160000000000001918e+00 2.993223182834226209e-03 1.902914712293303501e-02
3.190000000000002167e+00 4.315992098005666348e-03 1.942357446871124244e-02
