# q_A^-1 I sigma_shared_background
3.899999999999999994e-02 2.919274504240843560e-01 1.913657303968906501e-02
4.000000000000000083e-02 2.690037204644488700e-01 1.901391451874963334e-02
4.100000000000000172e-02 2.603660927487796983e-01 1.871697158138566422e-02
4.199999999999999567e-02 2.938131861453945892e-01 1.852869981390336054e-02
4.299999999999999656e-02 2.765517932880745544e-01 1.811957688581371934e-02
4.399999999999999745e-02 2.458610481835684924e-01 1.788243186040453653e-02
4.499999999999999833e-02 2.691874143103570316e-01 1.774068237284868663e-02
4.599999999999999922e-02 2.497091043052476755e-01 1.741869321885645625e-02
4.700000000000000011e-02 2.611971112944969642e-01 1.716057612210638433e-02
4.800000000000000100e-02 2.498717311218848491e-01 1.682727460144660750e-02
4.899999999999999495e-02 2.205734026304339013e-01 1.675379679472434324e-02
5.000000000000000278e-02 2.524004767650008252e-01 1.649698075867150893e-02
5.200000000000000455e-02 2.198225131347153749e-01 1.147490144960328085e-02
5.400000000000000633e-02 2.103878047213363911e-01 1.110506951488463880e-02
5.600000000000000810e-02 2.088347490884960855e-01 1.123821924968847544e-02
5.800000000000000988e-02 2.033453274183893433e-01 1.132188514465613284e-02
6.000000000000001166e-02 1.887768695738391289e-01 1.133324680167327632e-02
6.200000000000001343e-02 1.765087613639938213e-01 1.096735637047751774e-02
6.400000000000001521e-02 1.823447267895606794e-01 1.054866597597430011e-02
6.600000000000001699e-02 1.704176764276527645e-01 1.033956754796093273e-02
6.800000000000001876e-02 1.752311766510342983e-01 1.011419720862964666e-02
7.000000000000002054e-02 1.721267738432649685e-01 9.947123041171866686e-03
7.200000000000002232e-02 1.424113937563100396e-01 9.727742067276005239e-03
7.400000000000002409e-02 1.618737553528873385e-01 9.785990702159189786e-03
7.600000000000002587e-02 1.498842363891278173e-01 9.641154602260308334e-03
7.800000000000002764e-02 1.284473167042300690e-01 9.423585254618777399e-03
8.000000000000002942e-02 1.304916769530063969e-01 9.535730797875644968e-03
8.200000000000003120e-02 1.172897570121306660e-01 9.576068646638270787e-03
8.400000000000003297e-02 1.106750703023159088e-01 9.523402097325366772e-03
8.600000000000003475e-02 1.205859245873174418e-01 9.203271207743087337e-03
8.800000000000003653e-02 1.116860274307993200e-01 9.146486279446478657e-03
9.000000000000003830e-02 9.897891502531599994e-02 9.241082237868172497e-03
9.200000000000004008e-02 1.066952421191502826e-01 9.173357941446478106e-03
9.400000000000004186e-02 8.925031970132071835e-02 9.113840038159798027e-03
9.600000000000004363e-02 9.378344886371398070e-02 9.063271025007677700e-03
9.800000000000004541e-02 9.190978135952634909e-02 9.085857464503228551e-03
1.000000000000000056e-01 9.305710697320476732e-02 9.032191778585380373e-03
1.050000000000000100e-01 9.163842003775321543e-02 5.618418364831477552e-03
1.100000000000000144e-01 7.547469317595198457e-02 5.511601990696750851e-03
1.150000000000000189e-01 7.180321618045233667e-02 5.414322993167583822e-03
1.200000000000000233e-01 6.452107762530853718e-02 5.311108366035028824e-03
1.250000000000000278e-01 6.081596518564035686e-02 5.294815126693279590e-03
1.300000000000000322e-01 5.804095951927368963e-02 5.455964611735589047e-03
1.350000000000000366e-01 5.000975527055216696e-02 5.267502032743535609e-03
1.400000000000000411e-01 4.931022484409805506e-02 5.144820063043125009e-03
1.450000000000000455e-01 4.758726218359107113e-02 5.065819782003612957e-03
1.500000000000000500e-01 4.415833289242108300e-02 5.104876599869468713e-03
1.550000000000000544e-01 4.028135636208197978e-02 5.243606044599976972e-03
1.600000000000000588e-01 2.953757250263286047e-02 5.297022109995444365e-03
1.650000000000000633e-01 3.492787460048672049e-02 5.320809814107056203e-03
1.700000000000000677e-01 3.080597188428179159e-02 5.363438393909547228e-03
1.750000000000000722e-01 3.124601553337367707e-02 5.372143439623010969e-03
1.800000000000000766e-01 3.332959131293875693e-02 5.335017575526065231e-03
1.850000000000000810e-01 2.522194781578291495e-02 5.313140245095602718e-03
1.900000000000000855e-01 2.433359278444186674e-02 5.276933636461136543e-03
1.950000000000000899e-01 1.875629205825978321e-02 5.320392395748872218e-03
2.000000000000000944e-01 1.477638212282251021e-02 4.871431251427551373e-03
2.050000000000000988e-01 1.312959210251072976e-02 5.059178943385841780e-03
2.100000000000001033e-01 1.168377040530066066e-02 4.959241041406904464e-03
2.150000000000001077e-01 1.533975678993278018e-02 5.112306497509021448e-03
