# q_A^-1 I sigma_shared_background
2.470000000000001528e+00 -7.453940965983103231e-04 1.533599285100330396e-02
2.500000000000001332e+00 -5.942524208098022348e-04 1.494864927867314147e-02
2.530000000000001137e+00 -1.970179541614638843e-03 1.483850634289432188e-02
2.560000000000001386e+00 -6.454905535826395554e-04 1.485943733890800894e-02
2.590000000000001634e+00 -8.819899498344360537e-04 1.492819253198338948e-02
2.620000000000001439e+00 3.523859933338207374e-05 1.500786956412063916e-02
2.650000000000001243e+00 -6.886041129162705134e-04 1.520615685466883242e-02
2.680000000000001492e+00 2.695384460443190407e-04 1.577158328721357458e-02
2.710000000000001741e+00 1.415339609533280453e-03 1.620014827722338069e-02
2.740000000000001545e+00 -1.883536855892306789e-03 1.646255863776686229e-02
2.770000000000001350e+00 2.820922518025534807e-04 1.660693449470361169e-02
2.800000000000001599e+00 -6.746653321226436968e-04 1.665005689196298599e-02
2.830000000000001847e+00 3.195113803607843432e-04 1.660561993480303561e-02
2.860000000000001652e+00 1.474358500321813975e-03 1.648885324482853368e-02
2.890000000000001457e+00 4.581945916342858175e-04 1.631138759363700078e-02
2.920000000000001705e+00 8.747354611148215305e-04 1.604527306352919805e-02
2.950000000000001954e+00 1.179231064048703176e-03 1.578426116858982348e-02
2.980000000000001759e+00 -1.417487097348519480e-03 1.563658089997166725e-02
3.010000000000001563e+00 8.762368395765216585e-04 1.515079852527084076e-02
3.040000000000001812e+00 9.385071069306558360e-04 1.486954157671050575e-02
3.070000000000002061e+00 9.872620167402938653e-04 1.417845260023062673e-02
3.100000000000001865e+00 2.329368758129793165e-04 1.409941808335815963e-02
3.130000000000001670e+00 -2.307671008927097902e-04 1.494925098167138380e-02
3.160000000000001918e+00 1.301300122674430319e-03 1.453488411125825747e-02
3.190000000000002167e+00 2.771203323333253695e-03 1.483350778089330586e-02
