# q_A^-1 I sigma_shared_background
6.000000000000000125e-03 3.296107926334280958e+00 6.808558964412821934e-01
7.000000000000000146e-03 2.646127256635800507e+00 3.184891861535642521e-01
8.000000000000000167e-03 2.349870928919892243e+00 1.936014239490638500e-01
9.000000000000001055e-03 2.142247732128078397e+00 1.271150601272823533e-01
1.000000000000000021e-02 1.963542683811143608e+00 9.440882394459054749e-02
1.099999999999999936e-02 1.768059166078284949e+00 7.710694513589473609e-02
1.200000000000000025e-02 1.837759134396927729e+00 6.638525160021711835e-02
1.300000000000000114e-02 1.814555251408316972e+00 5.865996746057764583e-02
1.400000000000000203e-02 1.870591307977331086e+00 5.291186002893305540e-02
1.499999999999999944e-02 1.849819540465532208e+00 4.858665729993863480e-02
1.600000000000000033e-02 1.774764844151085930e+00 4.420890656902772692e-02
1.700000000000000122e-02 1.788445343828621414e+00 4.027881073080700342e-02
1.800000000000000211e-02 1.754300961258074443e+00 3.737642793131861624e-02
1.899999999999999953e-02 1.721409440989652095e+00 3.576643940989437942e-02
2.000000000000000042e-02 1.752195986468950473e+00 3.403841302890894815e-02
2.100000000000000130e-02 1.721412681603417205e+00 3.213696628320224929e-02
2.200000000000000219e-02 1.659969583553288830e+00 3.089047153913138805e-02
2.300000000000000308e-02 1.642952375843565571e+00 2.950282096278804972e-02
2.400000000000000050e-02 1.601928300555777174e+00 2.853406979397669213e-02
2.500000000000000139e-02 1.608931567525042183e+00 2.751671480977710416e-02
2.600000000000000228e-02 1.593242669749581841e+00 2.708164743648925829e-02
2.699999999999999969e-02 1.573824018450778350e+00 2.618147147127153698e-02
2.800000000000000058e-02 1.564705739616472746e+00 2.519911635749482598e-02
2.900000000000000147e-02 1.531569912056896188e+00 2.483351112396856020e-02
3.000000000000000236e-02 1.517496811568798787e+00 2.437851078016906731e-02
3.100000000000000325e-02 1.515627436210525092e+00 2.375888867954589756e-02
3.200000000000000067e-02 1.475865884161448705e+00 2.317687046722396310e-02
3.300000000000000155e-02 1.460653008273764764e+00 2.268252423059057346e-02
3.400000000000000244e-02 1.393561254709344555e+00 2.210030081765187657e-02
3.499999999999999639e-02 1.446468919994221780e+00 2.192236665125365386e-02
3.599999999999999728e-02 1.382623910130532874e+00 2.142793574026017472e-02
3.699999999999999817e-02 1.383991799020429347e+00 2.116176155546427642e-02
3.799999999999999906e-02 1.328260300664953597e+00 2.083784052433822892e-02
3.899999999999999994e-02 1.319628919165907188e+00 2.038345971715378735e-02
4.000000000000000083e-02 1.309246443032173080e+00 2.018974949302267119e-02
4.100000000000000172e-02 1.245390687777405692e+00 1.984438050811646731e-02
4.199999999999999567e-02 1.289476906828662894e+00 1.960771003452622258e-02
4.299999999999999656e-02 1.234010551563834657e+00 1.903721051298336298e-02
4.399999999999999745e-02 1.171613889492441496e+00 1.881795043624243449e-02
4.499999999999999833e-02 1.176197806513713084e+00 1.877719645832202910e-02
4.599999999999999922e-02 1.174546477271526612e+00 1.832840876575553973e-02
4.700000000000000011e-02 1.162979435600620004e+00 1.789177240535374733e-02
4.800000000000000100e-02 1.128823169892343437e+00 1.764247261860102736e-02
4.899999999999999495e-02 1.075505280032509559e+00 1.748672080696777806e-02
5.000000000000000278e-02 1.059332498793463362e+00 1.722119912680772705e-02
5.200000000000000455e-02 1.032850770434703414e+00 1.197507442264484669e-02
5.400000000000000633e-02 9.875607317319072820e-01 1.165714075159140356e-02
5.600000000000000810e-02 9.338754919472813665e-01 1.161672639078065866e-02
5.800000000000000988e-02 9.353772804793275553e-01 1.181881900910107530e-02
6.000000000000001166e-02 8.619433875547362067e-01 1.171400061889932981e-02
6.200000000000001343e-02 8.373727572737144076e-01 1.125749171779976722e-02
6.400000000000001521e-02 8.059376055283380413e-01 1.088462343003891199e-02
6.600000000000001699e-02 7.653341302793188472e-01 1.066558645463874973e-02
6.800000000000001876e-02 7.413335511783920584e-01 1.039283828234422759e-02
7.000000000000002054e-02 6.994315168752658352e-01 1.020043756463029534e-02
7.200000000000002232e-02 6.780067953331643249e-01 9.934105748578387143e-03
7.400000000000002409e-02 6.621876414347499518e-01 1.000925474461474528e-02
7.600000000000002587e-02 6.354681235030036346e-01 9.906643850145675778e-03
7.800000000000002764e-02 6.117578287719912522e-01 9.582520152628112159e-03
8.000000000000002942e-02 5.856659481996314698e-01 9.661705174335162224e-03
8.200000000000003120e-02 5.576512053129819568e-01 9.739851421259099543e-03
8.400000000000003297e-02 5.413044110642102336e-01 9.677670540089255632e-03
8.600000000000003475e-02 5.273341723953337556e-01 9.362610765782625188e-03
8.800000000000003653e-02 5.022232879941502803e-01 9.269148694216054057e-03
9.000000000000003830e-02 4.839617141865126260e-01 9.353287833653666991e-03
9.200000000000004008e-02 4.642891361510504966e-01 9.299427455690099237e-03
9.400000000000004186e-02 4.538708041603196630e-01 9.227174845333783321e-03
9.600000000000004363e-02 4.436792579128784886e-01 9.173487894891261055e-03
9.800000000000004541e-02 4.156564642544519628e-01 9.144477474876067102e-03
1.000000000000000056e-01 4.025076381790318458e-01 9.114415014838615423e-03
1.050000000000000100e-01 3.741367200272839311e-01 5.647679266309563878e-03
1.100000000000000144e-01 3.408510846835099417e-01 5.530852196138619399e-03
1.150000000000000189e-01 3.190045532721749733e-01 5.426669099156212171e-03
1.200000000000000233e-01 2.841545939805399934e-01 5.314390708338946959e-03
1.250000000000000278e-01 2.681735162284748508e-01 5.285387667153812127e-03
1.300000000000000322e-01 2.364359465252728609e-01 5.422919657340910006e-03
1.350000000000000366e-01 2.178319521378477563e-01 5.235551332562419190e-03
1.400000000000000411e-01 2.006589930448454961e-01 5.123225190770615799e-03
1.450000000000000455e-01 1.904560514650347203e-01 5.035898646486971185e-03
1.500000000000000500e-01 1.815377690886720019e-01 5.070025672669606354e-03
1.550000000000000544e-01 1.690427827256717752e-01 5.209785732853914469e-03
1.600000000000000588e-01 1.448150167734134630e-01 5.258064776374851354e-03
1.650000000000000633e-01 1.418937204418032894e-01 5.256669048848512313e-03
1.700000000000000677e-01 1.286992112254933540e-01 5.307923940777213058e-03
1.750000000000000722e-01 1.178122480767625491e-01 5.304857686063306488e-03
1.800000000000000766e-01 1.103705571331438789e-01 5.265962566046770987e-03
1.850000000000000810e-01 1.031268457509679354e-01 5.240722266468576113e-03
1.900000000000000855e-01 9.541027380165544025e-02 5.213093357858425425e-03
1.950000000000000899e-01 9.595378747627382465e-02 5.256937535062274590e-03
2.000000000000000944e-01 8.896415278036721996e-02 4.909208407035054074e-03
2.050000000000000988e-01 8.560799094620924476e-02 5.001681344835387684e-03
2.100000000000001033e-01 7.782821751603452576e-02 4.905664938136457959e-03
2.150000000000001077e-01 6.897815725982758828e-02 4.898336106226711117e-03
2.200000000000001121e-01 7.087941572244502164e-02 4.785876019997720165e-03
2.250000000000001166e-01 6.321611105227625815e-02 4.693187636551729436e-03
2.300000000000001210e-01 6.863492574429425064e-02 4.701967912474195634e-03
2.350000000000001255e-01 5.665001314860946408e-02 4.649019497603770583e-03
2.400000000000001299e-01 7.291082753705574460e-02 4.800654156391171400e-03
2.450000000000001343e-01 6.170223673541160025e-02 5.028455154005864736e-03
2.500000000000001110e-01 5.671764466448220299e-02 4.856635354747892291e-03
2.550000000000001155e-01 5.150140561387122479e-02 5.088991324809691470e-03
2.600000000000001199e-01 4.996412747566572610e-02 5.016335496773083845e-03
2.650000000000001243e-01 3.908137151025644490e-02 5.278986224521349697e-03
2.700000000000001288e-01 4.992645540272585419e-02 5.242995846849786770e-03
2.750000000000001332e-01 3.850488567871755002e-02 5.002983998356450371e-03
2.800000000000001377e-01 4.831051654845741616e-02 5.544674816674491358e-03
2.850000000000001421e-01 3.767031398911040857e-02 5.212124441259806742e-03
2.900000000000001465e-01 4.387886985766920739e-02 5.413279393402887531e-03
2.950000000000001510e-01 3.774737383102691468e-02 5.320638822720705728e-03
3.000000000000001554e-01 3.724809904042328257e-02 5.404398187983314172e-03
3.050000000000001599e-01 3.469055323917335371e-02 5.312805235189821916e-03
