# q_A^-1 I sigma_shared_background
2.290000000000000924e+00 -4.831161444215325597e-03 1.649238633110802071e-02
2.320000000000001172e+00 -5.456671994160443816e-03 1.581763632304788308e-02
2.350000000000001421e+00 -4.346272426568376090e-03 1.524115617303608596e-02
2.380000000000001226e+00 -2.806313772493848353e-03 1.532782906589650121e-02
2.410000000000001030e+00 -3.439086459282687021e-03 1.552849869101457191e-02
2.440000000000001279e+00 -2.908040789922238922e-03 1.470578988791176878e-02
2.470000000000001528e+00 -4.367279683520402557e-03 1.449196584056819045e-02
2.500000000000001332e+00 -3.842509570251497093e-03 1.412389086292002889e-02
2.530000000000001137e+00 -4.054478366987090271e-03 1.401617112848624683e-02
2.560000000000001386e+00 -4.380088577759629065e-03 1.404180971685642550e-02
2.590000000000001634e+00 -2.806654965222279280e-03 1.411233556014968374e-02
2.620000000000001439e+00 -2.490444069689258782e-03 1.417979130665668330e-02
2.650000000000001243e+00 -2.874642791481459101e-03 1.436551182188448676e-02
2.680000000000001492e+00 -4.528445047830846788e-03 1.490188609821650398e-02
2.710000000000001741e+00 -1.949502127259521156e-03 1.530718037655932375e-02
2.740000000000001545e+00 -3.272963516554257529e-03 1.555395693732603696e-02
2.770000000000001350e+00 -2.415470910348021649e-03 1.569699291971597688e-02
2.800000000000001599e+00 -3.993946454407688515e-03 1.572516302544323119e-02
2.830000000000001847e+00 -1.625988924963552452e-03 1.569031077673772520e-02
2.860000000000001652e+00 -1.083431309318237624e-03 1.557409013356213755e-02
2.890000000000001457e+00 -2.857753203729134894e-03 1.540281676081333047e-02
2.920000000000001705e+00 -2.504653153842541918e-03 1.515999775994333366e-02
2.950000000000001954e+00 -2.668475778051495532e-04 1.491375813596037062e-02
2.980000000000001759e+00 -1.827118961522076557e-03 1.476986613413488504e-02
3.010000000000001563e+00 -6.623875773206186783e-05 1.430902799325172239e-02
3.040000000000001812e+00 -7.130330069996344486e-04 1.403234276344699286e-02
