# q_A^-1 I sigma_shared_background
3.750000000000002220e-01 3.214108222915428720e-02 4.537874361571323997e-03
3.800000000000002265e-01 3.037266164493316462e-02 4.462964284590421361e-03
3.850000000000002309e-01 3.130923530287540307e-02 4.556132231235056340e-03
3.900000000000002354e-01 2.827919517222025891e-02 4.415173735734629137e-03
3.950000000000002398e-01 2.808724856378370938e-02 4.444750414395093677e-03
4.000000000000002442e-01 2.671683505834289429e-02 4.430248086713251508e-03
4.050000000000002487e-01 2.853103732086410133e-02 4.967442897311019623e-03
4.100000000000002531e-01 2.547139725847072031e-02 4.749044402373086247e-03
4.150000000000002576e-01 2.626852355761519903e-02 5.000607635958064651e-03
4.200000000000002620e-01 2.841505821871596199e-02 4.275843250605113575e-03
4.250000000000002665e-01 2.647111445133485882e-02 4.291260495138853395e-03
4.300000000000002709e-01 2.610002162188158545e-02 4.381139344387871559e-03
4.350000000000002753e-01 2.735248754186979381e-02 4.311127099218039702e-03
4.400000000000002798e-01 2.674463045754075369e-02 4.173637819434784790e-03
4.450000000000002842e-01 2.651832301496327704e-02 4.119923517979462435e-03
4.500000000000002887e-01 2.825084948605212018e-02 4.234883566573894621e-03
4.550000000000002931e-01 1.993430236504503336e-02 4.087603637446068569e-03
4.600000000000002975e-01 2.915185147646589744e-02 4.128943785783928747e-03
4.650000000000003020e-01 2.475111978004390645e-02 3.975014420326663904e-03
4.700000000000003064e-01 2.850322053972792133e-02 4.128825848034037987e-03
4.750000000000003109e-01 2.402104828161741659e-02 3.902792060677248362e-03
4.800000000000003153e-01 2.157046120347012527e-02 4.181180630029259285e-03
4.850000000000003197e-01 2.240123090158245914e-02 4.019029077356282321e-03
4.900000000000003242e-01 2.301191076863983234e-02 4.006665999633294943e-03
4.950000000000003286e-01 2.197872916936880264e-02 3.794048215741302379e-03
5.000000000000000000e-01 2.395734992388862464e-02 4.426914587093380531e-03
5.100000000000000089e-01 2.206850102059615057e-02 2.815253732280840332e-03
5.200000000000000178e-01 2.101479066354983508e-02 2.617996031950146994e-03
5.300000000000000266e-01 2.214569818515877905e-02 2.669068833348181829e-03
5.400000000000000355e-01 2.387960752198274930e-02 2.600043630061621598e-03
5.500000000000000444e-01 1.923074905688703165e-02 2.559072724759998453e-03
5.600000000000000533e-01 2.277551452722202663e-02 2.481847074680656757e-03
5.700000000000000622e-01 1.863524516235065542e-02 2.447141295994657070e-03
5.800000000000000711e-01 2.076215641970635684e-02 2.489315943660182738e-03
5.900000000000000799e-01 1.898603365376234572e-02 2.458004715661982545e-03
6.000000000000000888e-01 1.740929378313697123e-02 2.531966742601795238e-03
