# q_A^-1 I sigma_bootstrap; own-peak component amplitude; buffer frames 220-236
6.000000000000000125e-03 2.036475814396857320e+00 7.671461920466505768e-01
7.000000000000000146e-03 1.898703093646190165e+00 3.124996173612505923e-01
8.000000000000000167e-03 2.023455451719798237e+00 2.167485702478089971e-01
9.000000000000001055e-03 1.871164480817269160e+00 1.619536355120878013e-01
1.000000000000000021e-02 1.811533887833059797e+00 1.065676259733445985e-01
1.099999999999999936e-02 1.555048879196336609e+00 9.267192652536636321e-02
1.200000000000000025e-02 1.719463236905149461e+00 8.586421335837556013e-02
1.300000000000000114e-02 1.782045941151121804e+00 8.246040134306371894e-02
1.400000000000000203e-02 1.765498102071951125e+00 6.880117075096760237e-02
1.499999999999999944e-02 1.750843194473420406e+00 7.185796909757358186e-02
1.600000000000000033e-02 1.711703192886739888e+00 6.063085799700666800e-02
1.700000000000000122e-02 1.725719611389861852e+00 5.542369622182952149e-02
1.800000000000000211e-02 1.682547810692836432e+00 5.366886644886956909e-02
1.899999999999999953e-02 1.699450978138264956e+00 5.379084229335596296e-02
2.000000000000000042e-02 1.668327733743695696e+00 5.438044934044163059e-02
2.100000000000000130e-02 1.710315062133029862e+00 4.925792126318664921e-02
2.200000000000000219e-02 1.658374033459821595e+00 5.156763603012760877e-02
2.300000000000000308e-02 1.604922975740240787e+00 4.731003918083868248e-02
2.400000000000000050e-02 1.571816384218478690e+00 4.282018540978057425e-02
2.500000000000000139e-02 1.582088961533212101e+00 4.574139294104698217e-02
2.600000000000000228e-02 1.561085966591231111e+00 4.280686504869742753e-02
2.699999999999999969e-02 1.534944355126877769e+00 4.410560328490262944e-02
2.800000000000000058e-02 1.537505009293668623e+00 4.148223476293844136e-02
2.900000000000000147e-02 1.515160530657917448e+00 4.278764511859118463e-02
3.000000000000000236e-02 1.507252316128365521e+00 4.363010096388365844e-02
3.100000000000000325e-02 1.492985122438430734e+00 4.184999452330324249e-02
3.200000000000000067e-02 1.475461102566711702e+00 3.964821910450758158e-02
3.300000000000000155e-02 1.452570632037297971e+00 3.712796324096907102e-02
3.400000000000000244e-02 1.403554124613322074e+00 3.754172816641947186e-02
3.499999999999999639e-02 1.431804166179045268e+00 4.111452055196873623e-02
3.599999999999999728e-02 1.391645113282982793e+00 3.718570282062916288e-02
3.699999999999999817e-02 1.372746539370826691e+00 3.596312093396056980e-02
3.799999999999999906e-02 1.359863085089666690e+00 3.619662016204451549e-02
3.899999999999999994e-02 1.322697703960934668e+00 3.762450355040729971e-02
4.000000000000000083e-02 1.294513744118891196e+00 3.329395634131931958e-02
4.100000000000000172e-02 1.258043561516175135e+00 3.203928651693568885e-02
4.199999999999999567e-02 1.298597292592502228e+00 3.309379211547709698e-02
4.299999999999999656e-02 1.226263269159518998e+00 3.416012781665446474e-02
4.399999999999999745e-02 1.180478603123141790e+00 3.266014556499529514e-02
4.499999999999999833e-02 1.197906403743835391e+00 3.161751441432846671e-02
4.599999999999999922e-02 1.172047894929534539e+00 3.258447434010033200e-02
4.700000000000000011e-02 1.167265663147180943e+00 3.054900923728810433e-02
4.800000000000000100e-02 1.147529830724159705e+00 2.988390826759315666e-02
4.899999999999999495e-02 1.094160936992653710e+00 2.768440470875865173e-02
5.000000000000000278e-02 1.086567332220734761e+00 2.694337052412102210e-02
5.200000000000000455e-02 1.045360303863716922e+00 2.474250347522162843e-02
5.400000000000000633e-02 1.006690204192913329e+00 2.300363558314426002e-02
5.600000000000000810e-02 9.509537711583313513e-01 2.049096627904277088e-02
5.800000000000000988e-02 9.428051113644215775e-01 2.128254509569795644e-02
6.000000000000001166e-02 8.866782601924716456e-01 1.996152733954005554e-02
6.200000000000001343e-02 8.563400054680089246e-01 1.792160146311885457e-02
6.400000000000001521e-02 8.282570623195748549e-01 1.862611437493798261e-02
6.600000000000001699e-02 8.020137930941169113e-01 1.842597105037623029e-02
6.800000000000001876e-02 7.654437447015935980e-01 1.707442273908198888e-02
7.000000000000002054e-02 7.331056400235840265e-01 1.648103182186962459e-02
7.200000000000002232e-02 6.962664995560040593e-01 1.586501507808794550e-02
7.400000000000002409e-02 6.842282044563505750e-01 1.587728949265011097e-02
7.600000000000002587e-02 6.547648035412910739e-01 1.465871032586534006e-02
7.800000000000002764e-02 6.337626709281266590e-01 1.572246659093351831e-02
8.000000000000002942e-02 6.093252065131250506e-01 1.394941302016352441e-02
8.200000000000003120e-02 5.837269084620448911e-01 1.368988736864326650e-02
8.400000000000003297e-02 5.730935685323949036e-01 1.397279102278731720e-02
8.600000000000003475e-02 5.459770703114990020e-01 1.382115875447840689e-02
8.800000000000003653e-02 5.271232167799557722e-01 1.376637765729285014e-02
9.000000000000003830e-02 5.017064147464326274e-01 1.233186896370598584e-02
9.200000000000004008e-02 4.872662196695901060e-01 1.193092225224056876e-02
9.400000000000004186e-02 4.702919864431474584e-01 1.258573672252165897e-02
9.600000000000004363e-02 4.609837947396908109e-01 1.247696477320616934e-02
9.800000000000004541e-02 4.396423411057118757e-01 1.180136126749710412e-02
1.000000000000000056e-01 4.212012548506111065e-01 1.002728929554679363e-02
1.050000000000000100e-01 3.937356188987490846e-01 9.075379948374085598e-03
1.100000000000000144e-01 3.640436593431571888e-01 8.087940675469123403e-03
1.150000000000000189e-01 3.358542263222983326e-01 8.129872730382223245e-03
1.200000000000000233e-01 3.029960505741168819e-01 7.207068855583963554e-03
1.250000000000000278e-01 2.804012536968944480e-01 7.219762100375223118e-03
1.300000000000000322e-01 2.566329808225762399e-01 7.176982929245260753e-03
1.350000000000000366e-01 2.366087905070435593e-01 6.308691595440439961e-03
1.400000000000000411e-01 2.119671553153928689e-01 6.143069980569274349e-03
1.450000000000000455e-01 1.976343314162516684e-01 6.393653181105689483e-03
1.500000000000000500e-01 1.882892095996718251e-01 6.538993423102978757e-03
1.550000000000000544e-01 1.765316668857674076e-01 6.614469203263147190e-03
1.600000000000000588e-01 1.552511876670915891e-01 6.466714207628066792e-03
1.650000000000000633e-01 1.554029836171911538e-01 6.735668397878373688e-03
1.700000000000000677e-01 1.384050270687106343e-01 6.386073625445395051e-03
1.750000000000000722e-01 1.233931368124183275e-01 5.902687602862509257e-03
1.800000000000000766e-01 1.229405318483057369e-01 6.449863947872346709e-03
1.850000000000000810e-01 1.158961605518605553e-01 5.863682530551680983e-03
1.900000000000000855e-01 9.655771223619488697e-02 6.078024137045898515e-03
1.950000000000000899e-01 1.004057137870215805e-01 6.412415572149997821e-03
2.000000000000000944e-01 9.543922434974247415e-02 5.590724888133237133e-03
2.050000000000000988e-01 8.413021103972138925e-02 5.109237720973737289e-03
2.100000000000001033e-01 8.229629167967059122e-02 6.037988001844967097e-03
2.150000000000001077e-01 7.088900541012288503e-02 5.522808935413039272e-03
2.200000000000001121e-01 7.355297271693093941e-02 5.564111112734583010e-03
2.250000000000001166e-01 6.854932639893739077e-02 5.499174279532813465e-03
2.300000000000001210e-01 7.346898982416907864e-02 5.428021651783801298e-03
2.350000000000001255e-01 6.045183678775556402e-02 4.911473995496302980e-03
2.400000000000001299e-01 7.337267835197897048e-02 6.040911642599281449e-03
2.450000000000001343e-01 5.677736053667933186e-02 5.329391625167733716e-03
2.500000000000001110e-01 5.750168207093771244e-02 5.683748753413549182e-03
2.550000000000001155e-01 5.638755638379695789e-02 6.124449694205883442e-03
2.600000000000001199e-01 5.026328736848473949e-02 6.066078597792240977e-03
2.650000000000001243e-01 4.632430635268647984e-02 5.852003299058573631e-03
2.700000000000001288e-01 5.105283161153611332e-02 6.143858488490652747e-03
2.750000000000001332e-01 4.815341840872740253e-02 5.637991545360338669e-03
2.800000000000001377e-01 4.945559513502387206e-02 6.285437694743104681e-03
2.850000000000001421e-01 3.891791707453041982e-02 5.678702269345027934e-03
2.900000000000001465e-01 4.582692639849591382e-02 6.244124303642748300e-03
2.950000000000001510e-01 3.628480035641184348e-02 5.970169458093329759e-03
3.000000000000001554e-01 4.118563295442099342e-02 6.150089934383561052e-03
3.050000000000001599e-01 3.220877778945042264e-02 6.117673994010277422e-03
3.100000000000001643e-01 4.600021123529449835e-02 5.834116460012304592e-03
3.150000000000001688e-01 4.455431162871497514e-02 5.905984322650991401e-03
3.200000000000001732e-01 3.852153110012788984e-02 5.736477179573023361e-03
