frame,forward_s1,forward_s2,forward_s3,forward_s4,backward_s1,backward_s2,backward_s3,backward_s4
1.490000000000000000e+02,2.102322686819147748e+02,1.510131518359129998e+01,1.214521988821298848e+01,1.160842967281067750e+01,7.488343381859961028e+02,2.114023043407653191e+01,1.479414705516222384e+01,1.407982836236557667e+01
1.500000000000000000e+02,2.150063217770201618e+02,1.530852525746644233e+01,1.214884046452764466e+01,1.171367578730758652e+01,7.474366672911504565e+02,1.961632841101513236e+01,1.456041757235223066e+01,1.402667833521124230e+01
1.510000000000000000e+02,2.190648054697479949e+02,1.538656195412346683e+01,1.215110505689494325e+01,1.171405597194046777e+01,7.460983273081036486e+02,1.853050831756233308e+01,1.454879015006888920e+01,1.396067157694175087e+01
1.520000000000000000e+02,2.230169197341512017e+02,1.554865883260653092e+01,1.218776252716447850e+01,1.184884499026843407e+01,7.449474049909082396e+02,1.722159620502493382e+01,1.453822327486548005e+01,1.383381228952278796e+01
1.530000000000000000e+02,2.269549266877004357e+02,1.610854751659294237e+01,1.225146202382716609e+01,1.189777640859444929e+01,7.438056638818526380e+02,1.613675554942589230e+01,1.452958056119322094e+01,1.367372173572332983e+01
1.540000000000000000e+02,2.314391148930341160e+02,1.690018039108023373e+01,1.263888436958922235e+01,1.189900020906215694e+01,7.426166753504553526e+02,1.593554651246322607e+01,1.452691833096717211e+01,1.367239585375032362e+01
1.550000000000000000e+02,2.374524280747715181e+02,1.879913810020514120e+01,1.264524654114488200e+01,1.203573857163354077e+01,7.412338110934364295e+02,1.539394639306981283e+01,1.431721849689283843e+01,1.359804344694268252e+01
1.560000000000000000e+02,2.470080993585854117e+02,2.121505821994818675e+01,1.271010013903559255e+01,1.235689787484255930e+01,7.392833427062969349e+02,1.537825903089680324e+01,1.426220529323932773e+01,1.357730415910276101e+01
1.570000000000000000e+02,2.614598452721238573e+02,2.401460003990528236e+01,1.293941685035030886e+01,1.236142018545706911e+01,7.360901368113763965e+02,1.510390451310521520e+01,1.425861488080624540e+01,1.352467024124177364e+01
1.580000000000000000e+02,2.816688253399377686e+02,2.892100619617989210e+01,1.294198222623225369e+01,1.236183174204043311e+01,7.310066349997212001e+02,1.461946488056435989e+01,1.421249423113604315e+01,1.339513336705891966e+01
1.590000000000000000e+02,3.081666435048963422e+02,3.246318614059172347e+01,1.296252968923464621e+01,1.236569563370209579e+01,7.232819215457872133e+02,1.461409640064831450e+01,1.420424047916264598e+01,1.338139881097027661e+01
1.600000000000000000e+02,3.400017084321007133e+02,3.605068046158173445e+01,1.297471360008869468e+01,1.267047742491938322e+01,7.122559914921351947e+02,1.461383075222277839e+01,1.365510253663232376e+01,1.337743739978031776e+01
1.610000000000000000e+02,3.757400866221473166e+02,3.898335733933068070e+01,1.297653764933115994e+01,1.270298564121511653e+01,6.974380733891418913e+02,1.461160443888734051e+01,1.363072117063650879e+01,1.334553842805524049e+01
1.620000000000000000e+02,4.136940160890506490e+02,4.138912458773958036e+01,1.298578674094539664e+01,1.272358050295760279e+01,6.786883033638586085e+02,1.460888852951665129e+01,1.355229926540754448e+01,1.305396497957146806e+01
1.630000000000000000e+02,4.523869364486137101e+02,4.313338830192238049e+01,1.356830795560518332e+01,1.276478035956839285e+01,6.560975463762088111e+02,1.447344706320639851e+01,1.349585878385933846e+01,1.305068825469127169e+01
1.640000000000000000e+02,4.898459300455726293e+02,4.417892864754567483e+01,1.369239579762582082e+01,1.279071406742352224e+01,6.299389930955311456e+02,1.438519766301295810e+01,1.340228632438892120e+01,1.261146517683880930e+01
1.650000000000000000e+02,5.270242481982510299e+02,4.527426923024622596e+01,1.373320963884259882e+01,1.283294643567332827e+01,6.012161246599025617e+02,1.416424039859681550e+01,1.340133175114009667e+01,1.226515735262987228e+01
1.660000000000000000e+02,5.615305961221763482e+02,4.596635603759903432e+01,1.400239153382322854e+01,1.289525181263712028e+01,5.688108127056410694e+02,1.416179312825506820e+01,1.310092542486608913e+01,1.216563534246288469e+01
1.670000000000000000e+02,5.933385386526970251e+02,4.680197013178010934e+01,1.403110533845401164e+01,1.294042292620953916e+01,5.347124645253941253e+02,1.409855023773423177e+01,1.302939868693546899e+01,1.206777605397656394e+01
1.680000000000000000e+02,6.219755259020092808e+02,4.727303513137625401e+01,1.404025781605955103e+01,1.298276364488743972e+01,4.991151317742626361e+02,1.409249717794401491e+01,1.292487117060453983e+01,1.206679907931079221e+01
1.690000000000000000e+02,6.472852178010613216e+02,4.767454639967515817e+01,1.414251191503740834e+01,1.299073780375619513e+01,4.628888937714663712e+02,1.401026109702176115e+01,1.267864857822708302e+01,1.201102953868931777e+01
1.700000000000000000e+02,6.697255236303210495e+02,4.854579384964343092e+01,1.445794230948107817e+01,1.300922452492833159e+01,4.267406066434195964e+02,1.399818685471887392e+01,1.256564130422162862e+01,1.190207951586712909e+01
1.710000000000000000e+02,6.889065173213151638e+02,4.869521838474518205e+01,1.447230635363815487e+01,1.308579191152444032e+01,3.904947359134486078e+02,1.320465012892159606e+01,1.255464540537507112e+01,1.154081679422338880e+01
1.720000000000000000e+02,7.055356268891656555e+02,4.894076278216105891e+01,1.448933754775823601e+01,1.315393536353283999e+01,3.555605861301490904e+02,1.318241565664151693e+01,1.188269901050535893e+01,1.145415355843560334e+01
1.730000000000000000e+02,7.194744511571572048e+02,4.923765541699483350e+01,1.452614365167402077e+01,1.341867389505425301e+01,3.212663457274618395e+02,1.312735030438796002e+01,1.168921604334551922e+01,1.143212921952870964e+01
1.740000000000000000e+02,7.311245992680285326e+02,4.937492605771436871e+01,1.456438105887283108e+01,1.350990190565696381e+01,2.886389319860455771e+02,1.312679578571212780e+01,1.153285754812093700e+01,1.131825201290077487e+01
1.750000000000000000e+02,7.406890236598496813e+02,4.961108080912772067e+01,1.457748217855731099e+01,1.358471742756776912e+01,2.576834998978235944e+02,1.308371859420803318e+01,1.146891914333453499e+01,1.129083936399345411e+01
1.760000000000000000e+02,7.483153985551118694e+02,4.969011059275327113e+01,1.471033202096647585e+01,1.358644484621631143e+01,2.286782161812026573e+02,1.291547093756039821e+01,1.146719624462916798e+01,1.128861313347510631e+01
1.770000000000000000e+02,7.543976064213532027e+02,4.979609562961463354e+01,1.475356384588780401e+01,1.362893582025569827e+01,2.023093188361550006e+02,1.278281265177706594e+01,1.144589093542563418e+01,1.121527292107042229e+01
1.780000000000000000e+02,7.593784548191116528e+02,4.992940949842815002e+01,1.475449942479398757e+01,1.363126125529448274e+01,1.782646236193035350e+02,1.264991097206548432e+01,1.144529150374483173e+01,1.117577247226740944e+01
1.790000000000000000e+02,7.630900443315887287e+02,4.995602398920197373e+01,1.476275264317697911e+01,1.363748175815632102e+01,1.556601062999756664e+02,1.264971082205810937e+01,1.144487487690146033e+01,1.117341340380097314e+01
1.800000000000000000e+02,7.659882215036602702e+02,5.005761889933092590e+01,1.476557382605588664e+01,1.366502860098904115e+01,1.362711526810141436e+02,1.261090258368775352e+01,1.143770146680329347e+01,1.069046910884111767e+01
1.810000000000000000e+02,7.683095592909585321e+02,5.010594159243504464e+01,1.477819921029160533e+01,1.367955722254143325e+01,1.188944840813380495e+02,1.222870168673163604e+01,1.142987967725297516e+01,1.069029174677229754e+01
1.820000000000000000e+02,7.700766804551423093e+02,5.011287959961610028e+01,1.478917813071300280e+01,1.411566846831076383e+01,1.028214119048657977e+02,1.215217673569366497e+01,1.134128408186299808e+01,1.067918849231133827e+01
1.830000000000000000e+02,7.713606666430333689e+02,5.013845979058467606e+01,1.503310724889979078e+01,1.426404117340562472e+01,8.863873393145460966e+01,1.205434603886395273e+01,1.125937321082972353e+01,1.066547459203663273e+01
1.840000000000000000e+02,7.723364158800367250e+02,5.015382383113782794e+01,1.503341085569875979e+01,1.428448310381798869e+01,7.658707209676262551e+01,1.193020054001588015e+01,1.099220015086221380e+01,1.043556730747742378e+01
1.850000000000000000e+02,7.730376872127649222e+02,5.017058607649421020e+01,1.503435119841637935e+01,1.435577445116811823e+01,6.598701753563470618e+01,1.191559060134614789e+01,1.086599873639926628e+01,1.009780724115262451e+01
1.860000000000000000e+02,7.736153396089558782e+02,5.017495982250700592e+01,1.507533807435961393e+01,1.437470423047475165e+01,5.715392866204668820e+01,1.191357710064927744e+01,1.086599550250568846e+01,1.003070057656318248e+01
1.870000000000000000e+02,7.740221405635652445e+02,5.018605331404395287e+01,1.507719279664840251e+01,1.441746614585934338e+01,4.875277204883773408e+01,1.154358654906173243e+01,1.086445462489250957e+01,9.915487494931609191e+00
1.880000000000000000e+02,7.743355214607088328e+02,5.018658217180325920e+01,1.508918552347705599e+01,1.441950789970671032e+01,4.176621316420428087e+01,1.124869444751224279e+01,1.059446367702416936e+01,9.543426264426813077e+00
1.890000000000000000e+02,7.745326999550894698e+02,5.019613343733718835e+01,1.529511770080169875e+01,1.442222316103928570e+01,3.550123672042018796e+01,1.119446437951007134e+01,1.055246107888767071e+01,9.522939633940669779e+00
1.900000000000000000e+02,7.746858083342390273e+02,5.019627893657727924e+01,1.529672675334689558e+01,1.444478043421867142e+01,3.121151797672509076e+01,1.059822404799625950e+01,9.961078432455973797e+00,9.520035811201898568e+00
1.910000000000000000e+02,7.748163159135012847e+02,5.019885316626496063e+01,1.543072715038625731e+01,1.444760227816593456e+01,2.701374306603414865e+01,1.057398929981299140e+01,9.951113746659883574e+00,9.518891207403239463e+00
1.920000000000000000e+02,7.748748220027083562e+02,5.020485482196055216e+01,1.544029246312219072e+01,1.446167123399942689e+01,2.295543661109866918e+01,1.029011506982943480e+01,9.650409113817040918e+00,9.165416188464650560e+00
1.930000000000000000e+02,7.749384657721390113e+02,5.021451438999176986e+01,1.545067910803295774e+01,1.480351899036570451e+01,2.110890674903139441e+01,9.721480973773017453e+00,9.353673729343816134e+00,8.766097951297469493e+00
1.940000000000000000e+02,7.749955037418693564e+02,5.022941947191305445e+01,1.552285989217765838e+01,1.482843428727282920e+01,1.872869995608659366e+01,9.721314058888500753e+00,9.214503283711241721e+00,8.547665651672657461e+00
1.950000000000000000e+02,7.750112389213902588e+02,5.022954559362218419e+01,1.552294308090604069e+01,1.485863977386042123e+01,1.667307214875926036e+01,9.522308379961648583e+00,9.039930649674772667e+00,8.470761636933861638e+00
1.960000000000000000e+02,7.750332513879682210e+02,5.023023186529022865e+01,1.555000301593377898e+01,1.495365438963971982e+01,1.568801817402792764e+01,9.496192693782559147e+00,8.978002804573536721e+00,8.450843734275299113e+00
1.970000000000000000e+02,7.750487925251511570e+02,5.023864188399282682e+01,1.563999051390184647e+01,1.510768729127497778e+01,1.415049367322205143e+01,9.489848739836247660e+00,8.884189640786082975e+00,7.844530536960045097e+00
1.980000000000000000e+02,7.750592942293831129e+02,5.023864204748434759e+01,1.564015578144610075e+01,1.529436892553360750e+01,1.302193796262650594e+01,9.308746420685908518e+00,8.782277767694518289e+00,7.843472153797697466e+00
1.990000000000000000e+02,7.750749548747837707e+02,5.024325428516738867e+01,1.569134391472806200e+01,1.552230806262404705e+01,1.184302620347006751e+01,9.182077537394549793e+00,8.757776704838015291e+00,7.690991901337674186e+00
2.000000000000000000e+02,7.750800839418265014e+02,5.024724065611280110e+01,1.572920898586991711e+01,1.553064587163495958e+01,1.036546881784980911e+01,9.165280735302689052e+00,7.722876486738854851e+00,7.682718466609213870e+00
2.010000000000000000e+02,7.750827736104924952e+02,5.026387150593403419e+01,1.574728104199274981e+01,1.561444744124925954e+01,9.479534754209973713e+00,8.892395708522981224e+00,7.695497294509054953e+00,7.379990119784830327e+00
2.020000000000000000e+02,7.750830511596566339e+02,5.028859987677697774e+01,1.601730660628535219e+01,1.573304123561422685e+01,9.477885896807126898e+00,8.362632560477853971e+00,7.693374526130983604e+00,6.453215825359346347e+00
2.030000000000000000e+02,7.750918769633346983e+02,5.029086351897315410e+01,1.613780642926608522e+01,1.573765706428208588e+01,9.461459189256782309e+00,7.891031612220515079e+00,6.952184481955999473e+00,6.453215825359346347e+00
2.040000000000000000e+02,7.750939792749951494e+02,5.029246622776234688e+01,1.623782865224665528e+01,1.573852165739034170e+01,8.560636231361220538e+00,7.872173742803860286e+00,6.952184481955999473e+00,6.952184481955999473e+00
2.050000000000000000e+02,7.750966502829860474e+02,5.029722846377266166e+01,1.624378420939031642e+01,1.577547263165938851e+01,8.192670617250795928e+00,7.872173742803860286e+00,7.872173742803860286e+00,7.872173742803860286e+00
