frame,forward_s1,forward_s2,forward_s3,forward_s4,backward_s1,backward_s2,backward_s3,backward_s4
1.840000000000000000e+02,1.493665586442235508e+03,1.189979674922093977e+01,1.143262514523462414e+01,1.111795732053971086e+01,7.953341534704323976e+02,1.117505535614707490e+01,1.095024504757060946e+01,1.030069513547046967e+01
1.850000000000000000e+02,1.524396896275439531e+03,1.232455880635997048e+01,1.143591472141923937e+01,1.112611057954739913e+01,7.263597069981491359e+02,1.110244461353302370e+01,1.078123443016329652e+01,1.022850021091721295e+01
1.860000000000000000e+02,1.550134527489164839e+03,1.250037073819551914e+01,1.156556522480616778e+01,1.113601335227778932e+01,6.594383254019275000e+02,1.089376790456407740e+01,1.047523924543099838e+01,1.022152538970958879e+01
1.870000000000000000e+02,1.572039960566266018e+03,1.252854041399116447e+01,1.156562296626360364e+01,1.113601538433199067e+01,5.964142959399866868e+02,1.083014097251867902e+01,1.045466239706406597e+01,1.022057192384306745e+01
1.880000000000000000e+02,1.590113397232844818e+03,1.257623382105426657e+01,1.165750338990294210e+01,1.123281417896500223e+01,5.360263056574053735e+02,1.075209882554982777e+01,1.035154376207315607e+01,9.669549668147510602e+00
1.890000000000000000e+02,1.604955008331887939e+03,1.270303339766949158e+01,1.165970561360919788e+01,1.123282034227586479e+01,4.797774178223158401e+02,1.073320031967105592e+01,9.924598865968144779e+00,9.518261999649904936e+00
1.900000000000000000e+02,1.616997960164399501e+03,1.283419255651945434e+01,1.174638048694822778e+01,1.123948422758231835e+01,4.275089607176238928e+02,1.071694061132647846e+01,9.923978499839854805e+00,9.482062861214060945e+00
1.910000000000000000e+02,1.626936554238281360e+03,1.307843816012124094e+01,1.184166406835795371e+01,1.131337283254768877e+01,3.794059127034529979e+02,1.062078671599844704e+01,9.807456795442165642e+00,9.475216963640249901e+00
1.920000000000000000e+02,1.634796592035576168e+03,1.309865785220008050e+01,1.194965178854581822e+01,1.138688769963590808e+01,3.342177693135201366e+02,1.039337405355060717e+01,9.582958559886343153e+00,9.383619672147984758e+00
1.930000000000000000e+02,1.640977969072175028e+03,1.314731621095647185e+01,1.197005536946291393e+01,1.140711938040001350e+01,2.933714216650609501e+02,1.021577398365025324e+01,9.459944607584217735e+00,9.330511258008407083e+00
1.940000000000000000e+02,1.645723245242510075e+03,1.321172992079283048e+01,1.197323655583705460e+01,1.152553943136330616e+01,2.565549374898706105e+02,1.021090639835658997e+01,9.413770299846314416e+00,9.259046393202707392e+00
1.950000000000000000e+02,1.649375639768310748e+03,1.325743548324551746e+01,1.223766418713959148e+01,1.156928484562018156e+01,2.241241303748149392e+02,9.986046744614927917e+00,9.406586090615956408e+00,8.896651159218832206e+00
1.960000000000000000e+02,1.652233463829989432e+03,1.338977169119340438e+01,1.238263064472267061e+01,1.157189552909799701e+01,1.954126247102766172e+02,9.653492631138956170e+00,9.272072942879965751e+00,8.731862014698856811e+00
1.970000000000000000e+02,1.654369377921290379e+03,1.361309931033373033e+01,1.239825696494045282e+01,1.164557389190123970e+01,1.695824267942190602e+02,9.623095329530466202e+00,9.056287926308197456e+00,8.731778901100348378e+00
1.980000000000000000e+02,1.655994634558237067e+03,1.386014154447230773e+01,1.247321426977964798e+01,1.169015902692844122e+01,1.472706545398468734e+02,9.595238421857230193e+00,8.991743307619868730e+00,8.603898257821473550e+00
1.990000000000000000e+02,1.657206058272888868e+03,1.403192918416161206e+01,1.249230709720895227e+01,1.189618373212194768e+01,1.276839862973626083e+02,9.579261627645200505e+00,8.991598072572969613e+00,8.504296196463172919e+00
2.000000000000000000e+02,1.658127447215256780e+03,1.403204214584455478e+01,1.266352018367236809e+01,1.189677119697709351e+01,1.108042557641752808e+02,9.384202698486054928e+00,8.986953090896097507e+00,8.484504929844577603e+00
2.010000000000000000e+02,1.658828560449076576e+03,1.421925514803042923e+01,1.268078725922108418e+01,1.193698052803777898e+01,9.601146793409787961e+01,9.307887544508597344e+00,8.908339093815648368e+00,8.210172096612392778e+00
2.020000000000000000e+02,1.659341226616275662e+03,1.453247068931784192e+01,1.268332180705545653e+01,1.194560481629780391e+01,8.299271196606788692e+01,9.301142517536652221e+00,8.874570316510222767e+00,8.209654656792380933e+00
2.030000000000000000e+02,1.659733788730876768e+03,1.454330899023061363e+01,1.268886768402157905e+01,1.196388539195997147e+01,7.204934002337705579e+01,9.270645777783146357e+00,8.671269412605882465e+00,7.730132878661032159e+00
2.040000000000000000e+02,1.660044696258211161e+03,1.454582103455862097e+01,1.274264290842017111e+01,1.196412900603554164e+01,6.232370258744607128e+01,9.269123373829911472e+00,7.940431204489864392e+00,7.691989052607999255e+00
2.050000000000000000e+02,1.660261789434094453e+03,1.456402421604275155e+01,1.274581303065783544e+01,1.204488453707670992e+01,5.342432934144102319e+01,9.053947337418440711e+00,7.758976134995727136e+00,7.555077565827777342e+00
2.060000000000000000e+02,1.660417136923098269e+03,1.461782016627873837e+01,1.275694449271945352e+01,1.204672938961225270e+01,4.624737528627556316e+01,8.855678514198674023e+00,7.589220741926544278e+00,7.328354298422756763e+00
2.070000000000000000e+02,1.660535439956883238e+03,1.479974198423508547e+01,1.275735362646779159e+01,1.207475759743546995e+01,4.017951400771406156e+01,8.669062187734349223e+00,7.430348561095771132e+00,7.306239339265589550e+00
2.080000000000000000e+02,1.660621618739856558e+03,1.480788402374457036e+01,1.275771372104085088e+01,1.207810821518960154e+01,3.474095888727515558e+01,8.531410667511234891e+00,7.306702271789016656e+00,7.215608266374615276e+00
2.090000000000000000e+02,1.660686875578092440e+03,1.491644767308556396e+01,1.276716198376347577e+01,1.216162723911136823e+01,3.028033136683492899e+01,8.280596455576047177e+00,7.232975446938201713e+00,6.936868789220101306e+00
2.100000000000000000e+02,1.660738319799912233e+03,1.500211311423318783e+01,1.277660574516308500e+01,1.217912798426972465e+01,2.650468331181012260e+01,7.932232315266984912e+00,7.232907858083538422e+00,6.912166060190857664e+00
2.110000000000000000e+02,1.660782071437701688e+03,1.501514020174744779e+01,1.279841142835753409e+01,1.218183521393498303e+01,2.294685483825031014e+01,7.924144764135769847e+00,7.057243400297810609e+00,6.482817344584895558e+00
2.120000000000000000e+02,1.660813694716079908e+03,1.501888916609673785e+01,1.279895569624950546e+01,1.225582884177450538e+01,1.967294218881763612e+01,7.879309915265934272e+00,6.508982551389716598e+00,5.723790778761022935e+00
2.130000000000000000e+02,1.660845673231907313e+03,1.519165220266156346e+01,1.280782915100263430e+01,1.240962450131470973e+01,1.665496966307622984e+01,7.590590579694428186e+00,5.893209607316300946e+00,5.723790778761022935e+00
2.140000000000000000e+02,1.660865556666220300e+03,1.522380084269543588e+01,1.283302081951186935e+01,1.241485865101271813e+01,1.306518024652177346e+01,6.892841192032221009e+00,5.893209607316300946e+00,5.893209607316300946e+00
2.150000000000000000e+02,1.660882491108430486e+03,1.522380326295538744e+01,1.283491047375580152e+01,1.241514367675789998e+01,1.047283113376290942e+01,6.892841192032221009e+00,6.892841192032221009e+00,6.892841192032221009e+00
