# q_A^-1 I_arbitrary conditional_sigma; scale: sum of elution coefficients = 1
5.000000000000000104e-03 1.816012163929360099e+02 6.409986586359644889e+01
6.000000000000000125e-03 1.644817513124000072e+02 2.922010491614755168e+01
7.000000000000000146e-03 1.456973278263054965e+02 1.425738415001736037e+01
8.000000000000000167e-03 1.310854071524925359e+02 7.733546870947764162e+00
9.000000000000001055e-03 1.297142385034568974e+02 4.894292097219484994e+00
1.000000000000000021e-02 1.291053129495447536e+02 3.543481096342531167e+00
1.099999999999999936e-02 1.275538572212968660e+02 2.761095493233608256e+00
1.200000000000000025e-02 1.246688250695908522e+02 2.229565105464063723e+00
1.300000000000000114e-02 1.246828168515531843e+02 1.867054848005528234e+00
1.400000000000000203e-02 1.207660209210177698e+02 1.604855461662231253e+00
1.499999999999999944e-02 1.191892167544327776e+02 1.381249225363616162e+00
1.600000000000000033e-02 1.182443343311806245e+02 1.200469555561624713e+00
1.700000000000000122e-02 1.156496270832853668e+02 1.075650472905933297e+00
1.800000000000000211e-02 1.166021391747249254e+02 9.812834588301405647e-01
1.899999999999999953e-02 1.120405310253397033e+02 9.037174746865233033e-01
2.000000000000000042e-02 1.114942786551842460e+02 8.249535801233089938e-01
2.100000000000000130e-02 1.091304148212713727e+02 7.761515295006364834e-01
2.200000000000000219e-02 1.070597256911074169e+02 7.311667877276920580e-01
2.300000000000000308e-02 1.070024354389720571e+02 6.855458102387554931e-01
2.400000000000000050e-02 1.050437696035001380e+02 6.493704773974199318e-01
2.500000000000000139e-02 1.024623663067885815e+02 6.219649667103400725e-01
2.600000000000000228e-02 1.012213486999087735e+02 5.947202634449018088e-01
2.699999999999999969e-02 9.999582361428184640e+01 5.704875904502734185e-01
2.800000000000000058e-02 9.776327379562029307e+01 5.387463915744463705e-01
2.900000000000000147e-02 9.590939503151139434e+01 5.283450914357059602e-01
3.000000000000000236e-02 9.432385976805169037e+01 5.116994722166419152e-01
3.100000000000000325e-02 9.278299969583557072e+01 4.957712494640553746e-01
3.200000000000000067e-02 8.931223383886103306e+01 4.718003597849039221e-01
3.300000000000000155e-02 8.900442031271640531e+01 4.665398944114763080e-01
3.400000000000000244e-02 8.607290028790622216e+01 4.533619835547463284e-01
3.499999999999999639e-02 8.490212065720034218e+01 4.404480979098021609e-01
3.599999999999999728e-02 8.313592683077426670e+01 4.334588123985416708e-01
3.699999999999999817e-02 8.167597656307722787e+01 4.196439103417485272e-01
3.799999999999999906e-02 7.976705353927366104e+01 4.128367173346457197e-01
3.899999999999999994e-02 7.709231518957741969e+01 4.007614602084823008e-01
4.000000000000000083e-02 7.622845999351162050e+01 3.918920173084321501e-01
4.100000000000000172e-02 7.405691514972215828e+01 3.832848098092261346e-01
4.199999999999999567e-02 7.220875725458267880e+01 3.786225349220189718e-01
4.299999999999999656e-02 7.114617758446843254e+01 3.704875823821730529e-01
4.399999999999999745e-02 6.898817369953302148e+01 3.628880791696851293e-01
4.499999999999999833e-02 6.756288396230071669e+01 3.563400042368239928e-01
4.599999999999999922e-02 6.592688705828305729e+01 3.452109427750755244e-01
4.700000000000000011e-02 6.490742486436799652e+01 3.423863495120284539e-01
4.800000000000000100e-02 6.348583957008715117e+01 3.364268320920184574e-01
4.899999999999999495e-02 6.154122604952128484e+01 3.306007503270442238e-01
5.000000000000000278e-02 6.100217176599515767e+01 3.283235581231628841e-01
5.200000000000000455e-02 5.730627480819147479e+01 2.216537272229813782e-01
