# q_A^-1 I sigma_shared_background
5.000000000000000104e-03 1.363708162005496272e+00 4.063651319324382172e+00
6.000000000000000125e-03 1.175042783378883904e+00 1.851890274414720317e+00
7.000000000000000146e-03 1.536870976386008225e+00 9.057242500514571804e-01
8.000000000000000167e-03 1.129734881198149132e+00 4.896066927451675488e-01
9.000000000000001055e-03 1.503539079854037341e+00 3.099459202115487089e-01
1.000000000000000021e-02 1.246087175235184752e+00 2.243757432545223363e-01
1.099999999999999936e-02 1.307437613998254422e+00 1.734905763370244158e-01
1.200000000000000025e-02 1.519712313960759120e+00 1.380687958192313436e-01
1.300000000000000114e-02 1.390641691251009560e+00 1.150839995399781795e-01
1.400000000000000203e-02 1.256706851197966435e+00 9.630406339177773056e-02
1.499999999999999944e-02 1.205707477768378943e+00 8.267290563065658737e-02
1.600000000000000033e-02 1.229458551822107504e+00 7.267469637346016254e-02
1.700000000000000122e-02 1.171503087895561901e+00 6.373631020798865843e-02
1.800000000000000211e-02 1.256875317010917703e+00 5.743018665901573894e-02
1.899999999999999953e-02 1.239888447374647429e+00 5.228001595561607845e-02
2.000000000000000042e-02 1.177148045223159301e+00 4.772762621100795633e-02
2.100000000000000130e-02 1.154061388157254120e+00 4.442770038341679190e-02
2.200000000000000219e-02 1.141181909423020224e+00 4.169325434716381756e-02
2.300000000000000308e-02 1.181270084060480396e+00 3.887971608116020522e-02
2.400000000000000050e-02 1.167340692637704791e+00 3.641492359920051741e-02
2.500000000000000139e-02 1.105958448327683641e+00 3.491997829964440386e-02
2.600000000000000228e-02 1.099395751827973999e+00 3.308034400482918330e-02
2.699999999999999969e-02 1.104936974350398504e+00 3.185151170927115472e-02
2.800000000000000058e-02 1.090617907684598320e+00 3.011677701738783852e-02
2.900000000000000147e-02 1.057250463030555032e+00 2.897434266447232454e-02
3.000000000000000236e-02 1.002981055482916828e+00 2.820209090777583277e-02
3.100000000000000325e-02 1.033611986114126191e+00 2.748571605264060053e-02
3.200000000000000067e-02 9.805830987306987101e-01 2.612629591196719003e-02
3.300000000000000155e-02 9.981159743381948779e-01 2.579701394704312853e-02
3.400000000000000244e-02 9.226912664400425124e-01 2.490929535514477614e-02
3.499999999999999639e-02 8.995531398425101743e-01 2.435496590992904109e-02
3.599999999999999728e-02 8.913597955271184148e-01 2.370956068048424292e-02
