# q_A^-1 I sigma_shared_background
6.900000000000001688e-01 4.952875728700235902e-02 2.007871580984334475e-03
7.000000000000001776e-01 4.584085535449204662e-02 1.961838268937899765e-03
7.100000000000001865e-01 4.811605509255232477e-02 1.993622999971886127e-03
7.200000000000001954e-01 4.658066042292789699e-02 1.952832209908951164e-03
7.300000000000002043e-01 4.457728368644744282e-02 1.978390973853578084e-03
7.400000000000002132e-01 4.392748774816906954e-02 1.925151260707716428e-03
7.500000000000002220e-01 4.369775645999993130e-02 1.896936798390643202e-03
7.600000000000002309e-01 4.508920123010831671e-02 1.896881015194322798e-03
7.700000000000002398e-01 4.187875770384524854e-02 1.884788869346457323e-03
7.800000000000002487e-01 4.108861122475952060e-02 1.895405727798958433e-03
7.900000000000002576e-01 4.176930960514325247e-02 1.896287138211789859e-03
8.000000000000002665e-01 4.085829496110068154e-02 1.863439810792706349e-03
8.100000000000002753e-01 4.161999848118973916e-02 1.837331893155474266e-03
8.200000000000002842e-01 4.014696019730689541e-02 1.831384134747347965e-03
8.300000000000002931e-01 4.152483705349960252e-02 1.866654342951042057e-03
8.400000000000003020e-01 3.725176423042236146e-02 1.853149007762615536e-03
8.500000000000003109e-01 3.727170300556244265e-02 1.827124890361154228e-03
8.600000000000003197e-01 3.620651879537011009e-02 1.834333190065789770e-03
8.700000000000003286e-01 3.740963476729712578e-02 1.822151264701454484e-03
8.800000000000003375e-01 3.711063998098509953e-02 1.836987536675160687e-03
8.900000000000003464e-01 3.744759321215292147e-02 1.754838409239970138e-03
9.000000000000003553e-01 3.690632377552397619e-02 1.713395696836069251e-03
9.100000000000003642e-01 3.628894889368813187e-02 1.648952464057717787e-03
9.200000000000003730e-01 3.692916202087087596e-02 1.633990893653712540e-03
9.300000000000003819e-01 3.548473939588989157e-02 1.650723511395170125e-03
9.400000000000003908e-01 3.652487370267618050e-02 1.612330050167912286e-03
9.500000000000003997e-01 3.655528473141855805e-02 1.613164479793502935e-03
9.600000000000004086e-01 3.785836393165133845e-02 1.564882813829777735e-03
