# q_A^-1 I sigma_shared_background
6.200000000000001066e-01 4.475592340218603749e-02 2.219458799313505249e-03
6.300000000000001155e-01 4.208261687914502391e-02 2.254419031817995415e-03
6.400000000000001243e-01 4.425902482628069762e-02 2.177305107288400859e-03
6.500000000000001332e-01 4.269477821492264485e-02 2.227138163465888429e-03
6.600000000000001421e-01 4.081041311767645563e-02 2.187262994020326701e-03
6.700000000000001510e-01 4.024807942606177524e-02 2.179829313972862347e-03
6.800000000000001599e-01 4.186951326741053525e-02 2.169386063769246972e-03
6.900000000000001688e-01 4.303944565753595880e-02 2.131327782456618296e-03
7.000000000000001776e-01 3.831833921330171644e-02 2.087189895594682761e-03
7.100000000000001865e-01 3.842823938829403180e-02 2.121181153564790853e-03
7.200000000000001954e-01 3.877751471357860497e-02 2.067736153514386239e-03
7.300000000000002043e-01 3.886932326151600753e-02 2.083549383969460472e-03
7.400000000000002132e-01 3.629597413367057629e-02 2.051218522397306454e-03
7.500000000000002220e-01 3.506532054625722400e-02 2.045655978608451608e-03
7.600000000000002309e-01 3.609379968941407030e-02 2.021921345508978507e-03
7.700000000000002398e-01 3.444707951619863096e-02 2.014597694665603168e-03
7.800000000000002487e-01 3.713193369328924437e-02 2.031732420402861030e-03
7.900000000000002576e-01 3.562989073433829590e-02 2.028082296318083413e-03
8.000000000000002665e-01 3.619987084071254330e-02 1.996272503893589938e-03
8.100000000000002753e-01 3.286225410376183986e-02 1.963845981572878187e-03
8.200000000000002842e-01 3.336209090556999102e-02 1.963032165024984101e-03
8.300000000000002931e-01 3.325608223763435595e-02 1.984091284147266807e-03
8.400000000000003020e-01 3.589735508218460519e-02 1.972329911613889507e-03
8.500000000000003109e-01 3.329992727061940189e-02 1.948757016446627877e-03
8.600000000000003197e-01 3.227112166633393925e-02 1.952497981724907183e-03
8.700000000000003286e-01 3.240242265273596961e-02 1.946374476350327520e-03
8.800000000000003375e-01 3.098447114921699941e-02 1.982941233133912132e-03
8.900000000000003464e-01 3.081173166563220406e-02 1.862801109385779598e-03
9.000000000000003553e-01 2.795327698573573522e-02 1.819412365854032685e-03
9.100000000000003642e-01 3.117431498708667093e-02 1.760231092602645726e-03
9.200000000000003730e-01 3.093526040350454837e-02 1.751417690873051164e-03
9.300000000000003819e-01 2.831522369297342218e-02 1.766754721476871456e-03
9.400000000000003908e-01 2.906301483363595700e-02 1.731246545729879559e-03
9.500000000000003997e-01 2.802452815918017592e-02 1.723943482290995468e-03
9.600000000000004086e-01 3.092273463683078288e-02 1.672617683030407348e-03
9.700000000000004174e-01 2.984990595820470605e-02 1.670050238448507647e-03
9.800000000000004263e-01 2.968015318874783065e-02 1.670431308857883712e-03
9.900000000000004352e-01 3.202292159967398688e-02 1.664704064087449680e-03
1.000000000000000000e+00 3.029213407812770750e-02 1.649033975180717046e-03
1.030000000000000027e+00 2.848682648234471607e-02 9.562335992722103238e-04
1.060000000000000053e+00 2.899237018871850258e-02 9.792961257452563809e-04
1.090000000000000080e+00 2.964835406405768453e-02 1.006409791453273571e-03
1.120000000000000107e+00 3.018897107508353855e-02 1.014260493101572930e-03
1.150000000000000133e+00 2.981204809652895221e-02 1.020707950220153251e-03
1.180000000000000160e+00 3.015193141720452427e-02 1.018632488226785607e-03
1.210000000000000187e+00 3.031557281609399690e-02 1.044878100274550118e-03
1.240000000000000213e+00 3.213225637705805632e-02 1.080481603193939348e-03
1.270000000000000240e+00 3.347017965790986121e-02 1.149625221198103710e-03
1.300000000000000266e+00 3.329319821577048782e-02 1.224586399169490377e-03
1.330000000000000293e+00 3.495468860038229708e-02 1.336629802625609190e-03
1.360000000000000320e+00 3.543325105564590349e-02 4.279824873838090210e-03
1.390000000000000346e+00 3.695119855715438967e-02 2.159794066580565941e-01
1.420000000000000373e+00 3.538883225453537396e-02 1.983296440238567666e-03
1.450000000000000400e+00 3.645901654791685459e-02 2.099774457433627867e-03
1.480000000000000426e+00 3.631558332984043819e-02 2.390481203004130722e-03
1.510000000000000453e+00 3.803442332254660524e-02 2.714408443121078644e-03
1.540000000000000480e+00 3.759324872442894316e-02 3.127943633179607053e-03
1.570000000000000506e+00 3.569382726213028711e-02 3.593048614272406540e-03
1.600000000000000533e+00 3.534537053330590733e-02 4.119974617276710854e-03
1.630000000000000560e+00 3.519659672649193272e-02 4.695738156875509627e-03
1.660000000000000586e+00 3.337572205645572554e-02 5.318530080756143225e-03
1.690000000000000613e+00 3.061053722253449100e-02 6.036972815831837674e-03
1.720000000000000639e+00 2.865721487271468901e-02 6.834803332293316533e-03
1.750000000000000666e+00 2.484684010662234141e-02 7.684795890417110177e-03
1.780000000000000693e+00 2.170529659118727514e-02 9.103194458624151025e-03
1.810000000000000719e+00 1.725404293994656918e-02 1.048671700466191278e-02
1.840000000000000746e+00 1.333257457499936911e-02 1.128401093787804489e-02
1.870000000000000773e+00 1.283691148086957452e-02 1.175578008429629603e-02
1.900000000000000799e+00 7.326929101245660547e-03 1.241527697053759760e-02
1.930000000000000826e+00 2.296579442353062581e-03 1.297542713731686739e-02
1.960000000000000853e+00 1.163448249984118995e-03 1.351551987197521267e-02
1.990000000000000879e+00 -3.580461519456792853e-04 1.407284502866240107e-02
2.020000000000000906e+00 -2.313267294939912698e-03 1.396310880452117202e-02
2.050000000000000711e+00 -4.673582765813697956e-03 1.380343971780849735e-02
2.080000000000000959e+00 -6.148983934559558440e-03 1.397911274093351260e-02
2.110000000000001208e+00 -5.434080740650356137e-03 1.411286299618462470e-02
2.140000000000001013e+00 -4.695907386542214068e-03 1.408189892174043119e-02
2.170000000000000817e+00 -5.099056773631832455e-03 1.366850967766215612e-02
2.200000000000001066e+00 -6.171636747173954093e-03 1.273108724947427835e-02
2.230000000000001315e+00 -3.687481432737684060e-03 1.164762129851456413e-02
2.260000000000001119e+00 -4.097280212468549718e-03 1.056265892839616631e-02
2.290000000000000924e+00 -2.264245786703195876e-03 9.997024698540059318e-03
2.320000000000001172e+00 -2.805568076926749296e-03 9.654635544377161357e-03
2.350000000000001421e+00 -2.474607717288119287e-03 9.378698463451943038e-03
2.380000000000001226e+00 -2.843311405659498890e-03 9.197051866767750813e-03
2.410000000000001030e+00 -3.220729526083706412e-03 4.947168968125398303e-02
2.440000000000001279e+00 -2.597226937365643661e-03 1.070074647341560520e-01
2.470000000000001528e+00 4.079189586224299781e-04 8.550013090519212322e-03
2.500000000000001332e+00 -5.227810149886382004e-04 8.304514909826600164e-03
2.530000000000001137e+00 -7.931462267643843954e-04 8.155256759854619814e-03
2.560000000000001386e+00 -8.446555916009994541e-04 7.972224376621012132e-03
2.590000000000001634e+00 -1.706378790262696576e-03 7.829196089087223781e-03
2.620000000000001439e+00 -1.295690913151820167e-03 7.699517456742344806e-03
2.650000000000001243e+00 -1.195146988641285820e-03 7.654383749452953536e-03
2.680000000000001492e+00 -4.566994665711486589e-04 7.657625121648426077e-03
2.710000000000001741e+00 -3.129496717700480050e-03 7.485568897550804249e-03
2.740000000000001545e+00 -2.778412945287022772e-03 7.350818234700104252e-03
2.770000000000001350e+00 -1.606170083962403516e-04 7.155614297978415625e-03
2.800000000000001599e+00 -1.326182807037133487e-03 6.924695390857973400e-03
2.830000000000001847e+00 -2.555467955935951992e-03 8.165613831012821441e-03
2.860000000000001652e+00 -2.908343386243690543e-03 6.461166774898800466e-03
2.890000000000001457e+00 -2.951386028925342877e-03 6.218739331031031617e-03
2.920000000000001705e+00 -2.879852013986074905e-03 5.948188942848459983e-03
2.950000000000001954e+00 3.395141025161227768e-05 5.677614930478032396e-03
2.980000000000001759e+00 -2.292789896079558529e-04 5.402707443629565891e-03
3.010000000000001563e+00 -2.563776104804679074e-03 5.146326561648161685e-03
3.040000000000001812e+00 -1.149504012688081032e-03 5.011166280648678834e-03
3.070000000000002061e+00 -2.111566151553381223e-04 4.671580518909914000e-03
3.100000000000001865e+00 -5.652003003357110224e-04 4.417981967243213987e-03
3.130000000000001670e+00 8.273916128779630543e-05 4.076727767526534991e-03
3.160000000000001918e+00 1.446837617313641690e-03 4.183448289817614553e-03
3.190000000000002167e+00 8.660252150237171239e-04 4.212884777605565081e-03
